Trace1,
Freq,,Amp,,
            73424951,Hz,              -65.52, dBm,
            73637324,Hz,              -66.73, dBm,
            73849697,Hz,              -64.25, dBm,
            74062070,Hz,              -69.79, dBm,
            74274443,Hz,              -69.52, dBm,
            74486816,Hz,              -66.60, dBm,
            74699189,Hz,              -63.58, dBm,
            74911562,Hz,              -40.97, dBm,
            75123935,Hz,              -66.62, dBm,
            75336308,Hz,              -63.30, dBm,
            75548681,Hz,              -63.55, dBm,
            75761054,Hz,              -31.23, dBm,
            75973427,Hz,              -65.86, dBm,
            76185800,Hz,              -64.05, dBm,
            76398173,Hz,              -65.51, dBm,
            76610546,Hz,              -47.89, dBm,
            76822919,Hz,              -69.04, dBm,
            77035292,Hz,              -65.64, dBm,
            77247665,Hz,              -54.07, dBm,
            77460038,Hz,              -57.53, dBm,
            77672411,Hz,              -64.73, dBm,
            77884784,Hz,              -68.75, dBm,
            78097157,Hz,              -64.15, dBm,
            78309530,Hz,              -26.12, dBm,
            78521903,Hz,              -48.45, dBm,
            78734276,Hz,              -37.70, dBm,
            78946649,Hz,              -27.59, dBm,
            79159022,Hz,              -16.05, dBm,
            79371395,Hz,              -10.91, dBm,
            79583768,Hz,               -7.42, dBm,
            79796141,Hz,               -5.72, dBm,
            80008514,Hz,               -5.35, dBm,
            80220887,Hz,               -5.13, dBm,
            80433260,Hz,               -6.15, dBm,
            80645633,Hz,               -8.44, dBm,
            80858006,Hz,              -14.74, dBm,
            81070379,Hz,              -21.14, dBm,
            81282752,Hz,              -30.43, dBm,
            81495125,Hz,              -20.20, dBm,
            81707498,Hz,              -49.84, dBm,
            81919871,Hz,              -60.62, dBm,
            82132244,Hz,              -65.48, dBm,
            82344617,Hz,              -66.72, dBm,
            82556990,Hz,              -26.33, dBm,
            82769363,Hz,              -66.93, dBm,
            82981736,Hz,              -69.02, dBm,
            83194109,Hz,              -51.41, dBm,
            83406482,Hz,              -64.39, dBm,
            83618855,Hz,              -66.37, dBm,
            83831228,Hz,              -66.98, dBm,
            84043601,Hz,              -50.73, dBm,
            84255974,Hz,              -64.72, dBm,
            84468347,Hz,              -65.65, dBm,
            84680720,Hz,              -67.80, dBm,
            84893093,Hz,              -35.54, dBm,
            85105466,Hz,              -67.58, dBm,
            85317839,Hz,              -69.68, dBm,
            85530212,Hz,              -68.23, dBm,
            85742585,Hz,              -31.88, dBm,
            85954958,Hz,              -64.86, dBm,
            86167331,Hz,              -68.55, dBm,
            86379704,Hz,              -67.28, dBm,
            86592077,Hz,              -37.08, dBm,
            86804450,Hz,              -68.07, dBm,
            87016823,Hz,              -63.22, dBm,
            87229196,Hz,              -68.45, dBm,
            87441569,Hz,              -67.56, dBm,
            87653942,Hz,              -67.10, dBm,
            87866315,Hz,              -68.99, dBm,
            88078688,Hz,              -67.93, dBm,
            88291061,Hz,              -35.39, dBm,
            88503434,Hz,              -69.40, dBm,
            88715807,Hz,              -68.46, dBm,
            88928180,Hz,              -67.12, dBm,
            89140553,Hz,              -39.11, dBm,
            89352926,Hz,              -65.05, dBm,
            89565299,Hz,              -63.21, dBm,
            89777672,Hz,              -67.52, dBm,
            89990045,Hz,              -51.04, dBm,
            90202418,Hz,              -65.02, dBm,
            90414791,Hz,              -65.29, dBm,
            90627164,Hz,              -68.47, dBm,
            90839537,Hz,              -64.44, dBm,
            91051910,Hz,              -65.12, dBm,
            91264283,Hz,              -71.31, dBm,
            91476656,Hz,              -66.83, dBm,
            91689029,Hz,              -42.55, dBm,
            91901402,Hz,              -67.27, dBm,
            92113775,Hz,              -65.22, dBm,
            92326148,Hz,              -65.12, dBm,
            92538521,Hz,              -42.79, dBm,
            92750894,Hz,              -65.98, dBm,
            92963267,Hz,              -66.00, dBm,
            93175640,Hz,              -67.55, dBm,
            93388013,Hz,              -37.60, dBm,
            93600386,Hz,              -70.17, dBm,
            93812759,Hz,              -68.27, dBm,
            94025132,Hz,              -69.36, dBm,
            94237505,Hz,              -69.26, dBm,
            94449878,Hz,              -68.78, dBm,
            94662251,Hz,              -64.94, dBm,
            94874624,Hz,              -45.38, dBm,
            95086997,Hz,              -64.09, dBm,
            95299370,Hz,              -63.94, dBm,
            95511743,Hz,              -63.43, dBm,
            95724116,Hz,              -67.17, dBm,
            95936489,Hz,              -32.97, dBm,
            96148862,Hz,              -64.69, dBm,
            96361235,Hz,              -67.88, dBm,
            96573608,Hz,              -53.82, dBm,
            96785981,Hz,              -64.73, dBm,
            96998354,Hz,              -65.26, dBm,
            97210727,Hz,              -65.33, dBm,
            97423100,Hz,              -57.60, dBm,
            97635473,Hz,              -57.91, dBm,
            97847846,Hz,              -64.46, dBm,
            98060219,Hz,              -62.76, dBm,
            98272592,Hz,              -27.40, dBm,
            98484965,Hz,              -49.51, dBm,
            98697338,Hz,              -37.88, dBm,
            98909711,Hz,              -27.99, dBm,
            99122084,Hz,              -15.56, dBm,
            99334457,Hz,              -13.61, dBm,
            99546830,Hz,               -9.34, dBm,
            99759203,Hz,               -6.09, dBm,
            99971576,Hz,               -5.47, dBm,
           100183949,Hz,               -5.51, dBm,
           100396322,Hz,               -6.53, dBm,
           100608695,Hz,               -8.81, dBm,
           100821068,Hz,              -12.49, dBm,
           101033441,Hz,              -18.31, dBm,
           101245814,Hz,              -25.66, dBm,
           101458187,Hz,              -35.66, dBm,
           101670560,Hz,              -20.62, dBm,
           101882933,Hz,              -61.04, dBm,
           102095306,Hz,              -65.10, dBm,
